123456789
,,,,,,,,
Sl. no.,Date,Adaptation Clinic Name,Village,Union,Problems Found (if any),Advice/ solution given,Point of Service,"Remarks 
(Next Follow up) "
310,16.01.25,Rampal,Gobindapur,Uzalkur,Tomato leaf Curl,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,Started working as advised
311,16.01.25,Rampal,Gobindapur,Uzalkur,Tomato leaf Curl,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,Started working as advised
312,16.01.25,Rampal,Gobindapur,Uzalkur,"Tomato, Chili, Bottle gourd Root & shoot rot",Mancozeb+ Metalexil @ 2ml/L,Mobile Clinic,Started working as advised
313,16.01.25,Rampal,Gobindapur,Uzalkur,"Tomato, Chili, Bottle gourd Root & shoot rot",Mancozeb+ Metalexil @ 2ml/L,Mobile Clinic,Started working as advised
314,16.01.25,Rampal,Gobindapur,Uzalkur,"Tomato, Chili, Bottle gourd Root & shoot rot",Mancozeb+ Metalexil @ 2ml/L,Mobile Clinic,Started working as advised
315,16.01.25,Rampal,Gobindapur,Uzalkur,"Tomato, Chili, Bottle gourd Root & shoot rot",Mancozeb+ Metalexil @ 2ml/L,Mobile Clinic,Started working as advised
316,16.01.25,Rampal,Gobindapur,Uzalkur,Tomato leaf Curl,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,Started working as advised
317,16.01.25,Rampal,Gobindapur,Uzalkur,Bottle gourd attack White fly/ Red pumpkin beetle & Fruit rot.,1.Yellow sticky trap use 2-3/Decimal.2.Emamectin group Insecticide 1gm /1li of water mix & spray.3.Hand / Cross pollination.,Adaptation Clinic,Started working as advised
318,16.01.25,Rampal,Gobindapur,Uzalkur,Bottle gourd attack White fly/ Red pumpkin beetle & Fruit rot.,1.Yellow sticky trap use 2-3/Decimal.2.Emamectin group Insecticide 1gm /1li of water mix & spray.3.Hand / Cross pollination.,Adaptation Clinic,Started working as advised
319,"26.02,25",Rampal,Gobindapur,Uzalkur,Tomato leaf Curl,1. Use Sticky trap 2-3 / Per decimal.2. Imidacloroprid group Insecticide 1ml/1li of Water mix & spray leaves up & down portions.,Adaptation Clinic,Started working as advised
320,"26.02,25",Rampal,Gobindapur,Uzalkur,Bitter Gourd leaf Curl,1. Use Sticky trap 2-3 / Per decimal.2. Imidacloroprid group Insecticide 1ml/1li of Water mix & spray leaves up & down portions.,Mobile Clinic,Started working as advised
321,"26.02,25",Rampal,Gobindapur,Uzalkur,Tomato leaf Curl,1. Use Sticky trap 2-3 / Per decimal.2. Imidacloroprid group Insecticide 1ml/1li of Water mix & spray leaves up & down portions.,Mobile Clinic,Started working as advised
322,"26.02,25",Rampal,Gobindapur,Uzalkur,Tomato leaf Curl,1. Use Sticky trap 2-3 / Per decimal.2. Imidacloroprid group Insecticide 1ml/1li of Water mix & spray leaves up & down portions.,Mobile Clinic,Started working as advised
323,"26.02,25",Rampal,Gobindapur,Uzalkur,"Tomato, Chili, Bottle gourd Root & shoot rot",Mancozeb+ Metalexil @ 2ml/L,Mobile Clinic,Started working as advised
324,"26.02,25",Rampal,Gobindapur,Uzalkur,"Tomato, Chili, Bottle gourd Root & shoot rot",Mancozeb+ Metalexil @ 2ml/L,Mobile Clinic,Started working as advised
325,"26.02,25",Rampal,Gobindapur,Uzalkur,"Bottle gourd, Botter gourd Fruit borer",Sex pheromone Trap 1 pc/ 2 decimal or Cypermethrin+ Chloropyriphos @ 2ml/L,Mobile Clinic,Started working as advised
326,"26.02,25",Rampal,Gobindapur,Uzalkur,"Bottle gourd, Botter gourd Fruit borer",Sex pheromone Trap 1 pc/ 2 decimal or Cypermethrin+ Chloropyriphos @ 2ml/L,Mobile Clinic,Started working as advised
327,"26.02,25",Rampal,Gobindapur,Uzalkur,Mealybug attack in Brinjal (Primary level),"i. Remove the insects with hand, ii. Spray Soapy water into whole plant ",Mobile Clinic,Started working as advised
328,"26.02,25",Rampal,Gobindapur,Uzalkur,Leaf carl and aphid of Brinjal plant,"i. Imidacloprid group Insecticide 1ml/li of Water mix & spray leaves up & down portions, ii. AmisterTop fungicide 0.5 g/liter of water mix and Spray",Mobile Clinic,Started working as advised
329,"26.02,25",Rampal,Gobindapur,Uzalkur,Leaf carl and aphid of Brinjal plant,"i. Imidacloprid group Insecticide 1ml/li of Water mix & spray leaves up & down portions, ii. AmisterTop fungicide 0.5 g/liter of water mix and Spray",Mobile Clinic,Started working as advised
319,16.01.25,Rampal,Gobindapur,Uzalkur,Leaf carl and aphid of Brinjal plant,"i. Imidacloprid group Insecticide 1ml/li of Water mix & spray leaves up & down portions, ii. AmisterTop fungicide 0.5 g/liter of water mix and Spray",Mobile Clinic,Started working as advised
320,16.01.25,Rampal,Gobindapur,Uzalkur,"Tomato, Chili, Bottle gourd Root & shoot rot",Mancozeb+ Metalexil @ 2ml/L,Mobile Clinic,Started working as advised
321,16.01.25,Rampal,Gobindapur,Uzalkur,"Tomato, Chili, Bottle gourd Root & shoot rot",Mancozeb+ Metalexil @ 2ml/L,Mobile Clinic,Started working as advised
322,16.01.25,Rampal,Gobindapur,Uzalkur,Tomato leaf Curl,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,Started working as advised
323,16.01.25,Rampal,Gobindapur,Uzalkur,Bottle gourd attack White fly/ Red pumpkin beetle & Fruit rot.,1.Yellow sticky trap use 2-3/Decimal.2.Emamectin group Insecticide 1gm /1li of water mix & spray.3.Hand / Cross pollination.,Mobile Clinic,Started working as advised
324,16.01.25,Rampal,Gobindapur,Uzalkur,Bottle gourd attack White fly/ Red pumpkin beetle & Fruit rot.,1.Yellow sticky trap use 2-3/Decimal.2.Emamectin group Insecticide 1gm /1li of water mix & spray.3.Hand / Cross pollination.,Mobile Clinic,Started working as advised
325,27.02.25,Rampal,Boronobabpur,Uzalkur,Tomato leaf Curl,1. Use Sticky trap 2-3 / Per decimal.2. Imidacloroprid group Insecticide 1ml/1li of Water mix & spray leaves up & down portions.,Mobile Clinic,Started working as advised
326,27.02.25,Rampal,Boronobabpur,Uzalkur,"Bottle gourd, Botter gourd Fruit borer",Sex pheromone Trap 1 pc/ 2 decimal or Cypermethrin+ Chloropyriphos @ 2ml/L,Mobile Clinic,Started working as advised
327,27.02.25,Rampal,Sonatunia,Uzalkur,"Bottle gourd, Botter gourd leaf borer",Use Ash powder,Mobile Clinic,Started working as advised
325,16.01.25,Rampal,Gobindapur,Uzalkur,"Bottle gourd, Botter gourd leaf borer",Use Ash powder,Mobile Clinic,Started working as advised
326,16.01.25,Rampal,Gobindapur,Uzalkur,Tomato leaf Curl,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,Started working as advised
327,16.01.25,Rampal,Gobindapur,Uzalkur,Tomato leaf Curl,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,Started working as advised
328,16.01.25,Rampal,Gobindapur,Uzalkur,Tomato leaf Curl,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,Started working as advised
329,27.02.25,Rampal,Gobindapur,Uzalkur,"Tomato, Chili, Bottle gourd Root & shoot rot",Mancozeb+ Metalexil @ 2ml/L,Adaptation Clinic,Started working as advised
330,03.03.25,Rampal,Gobindapur,Uzalkur,"Tomato, Chili, Bottle gourd Root & shoot rot",Mancozeb+ Metalexil @ 2ml/L,Mobile Clinic,Started working as advised
331,03.03.25,Rampal,Gobindapur,Uzalkur,"Tomato, Chili, Bottle gourd Root & shoot rot",Mancozeb+ Metalexil @ 2ml/L,Mobile Clinic,Started working as advised
329,16.01.25,Rampal,Gobindapur,Uzalkur,"Tomato, Chili, Bottle gourd Root & shoot rot",Mancozeb+ Metalexil @ 2ml/L,Mobile Clinic,Started working as advised
330,03.03.25,Rampal,Gobindapur,Uzalkur,Tomato leaf Curl,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,Started working as advised
331,03.03.25,Rampal,Gobindapur,Uzalkur,Bottle gourd attack White fly/ Red pumpkin beetle & Fruit rot.,1.Yellow sticky trap use 2-3/Decimal.2.Emamectin group Insecticide 1gm /1li of water mix & spray.3.Hand / Cross pollination.,Mobile Clinic,Started working as advised
332,03.03.25,Rampal,Gobindapur,Uzalkur,Bottle gourd attack White fly/ Red pumpkin beetle & Fruit rot.,1.Yellow sticky trap use 2-3/Decimal.2.Emamectin group Insecticide 1gm /1li of water mix & spray.3.Hand / Cross pollination.,Mobile Clinic,Started working as advised
333,03.03.25,Rampal,Gobindapur,Uzalkur,Tomato leaf Curl,1. Use Sticky trap 2-3 / Per decimal.2. Imidacloroprid group Insecticide 1ml/1li of Water mix & spray leaves up & down portions.,Mobile Clinic,Started working as advised
334,03.03.25,Rampal,Gobindapur,Uzalkur,Bitter Gourd leaf Curl,1. Use Sticky trap 2-3 / Per decimal.2. Imidacloroprid group Insecticide 1ml/1li of Water mix & spray leaves up & down portions.,Mobile Clinic,Started working as advised
335,03.03.25,Rampal,Gobindapur,Uzalkur,Tomato leaf Curl,1. Use Sticky trap 2-3 / Per decimal.2. Imidacloroprid group Insecticide 1ml/1li of Water mix & spray leaves up & down portions.,Mobile Clinic,Started working as advised
336,03.03.25,Rampal,Gobindapur,Uzalkur,Tomato leaf Curl,1. Use Sticky trap 2-3 / Per decimal.2. Imidacloroprid group Insecticide 1ml/1li of Water mix & spray leaves up & down portions.,Mobile Clinic,Started working as advised
337,03.03.25,Rampal,Gobindapur,Uzalkur,"Tomato, Chili, Bottle gourd Root & shoot rot",Mancozeb+ Metalexil @ 2ml/L,Mobile Clinic,Started working as advised
330,20.01.25,Rampal,Sonatunia,Uzalkur,"Tomato, Chili, Bottle gourd Root & shoot rot",Mancozeb+ Metalexil @ 2ml/L,Mobile Clinic,Started working as advised
331,20.01.25,Rampal,Sonatunia,Uzalkur,"Bottle gourd, Botter gourd Fruit borer",Sex pheromone Trap 1 pc/ 2 decimal or Cypermethrin+ Chloropyriphos @ 2ml/L,Mobile Clinic,Started working as advised
332,05.03.25,Rampal,Boronobabpur,Uzalkur,"Bottle gourd, Botter gourd Fruit borer",Sex pheromone Trap 1 pc/ 2 decimal or Cypermethrin+ Chloropyriphos @ 2ml/L,Mobile Clinic,Started working as advised
333,05.03.25,Rampal,Boronobabpur,Uzalkur,Mealybug attack in Brinjal (Primary level),"i. Remove the insects with hand, ii. Spray Soapy water into whole plant ",Mobile Clinic,Started working as advised
332,20.01.25,Rampal,Sonatunia,Uzalkur,Leaf carl and aphid of Brinjal plant,"i. Imidacloprid group Insecticide 1ml/li of Water mix & spray leaves up & down portions, ii. AmisterTop fungicide 0.5 g/liter of water mix and Spray",Mobile Clinic,Started working as advised
333,20.01.25,Rampal,Sonatunia,Uzalkur,Leaf carl and aphid of Brinjal plant,"i. Imidacloprid group Insecticide 1ml/li of Water mix & spray leaves up & down portions, ii. AmisterTop fungicide 0.5 g/liter of water mix and Spray",Mobile Clinic,Started working as advised
334,20.01.25,Rampal,Sonatunia,Uzalkur,Leaf carl and aphid of Brinjal plant,"i. Imidacloprid group Insecticide 1ml/li of Water mix & spray leaves up & down portions, ii. AmisterTop fungicide 0.5 g/liter of water mix and Spray",Mobile Clinic,Started working as advised
335,20.01.25,Rampal,Sonatunia,Uzalkur,"Tomato, Chili, Bottle gourd Root & shoot rot",Mancozeb+ Metalexil @ 2ml/L,Mobile Clinic,Started working as advised
336,20.01.25,Rampal,Sonatunia,Uzalkur,"Tomato, Chili, Bottle gourd Root & shoot rot",Mancozeb+ Metalexil @ 2ml/L,Mobile Clinic,Started working as advised
337,20.01.25,Rampal,Sonatunia,Uzalkur,Tomato leaf Curl,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,Started working as advised
338,20.01.25,Rampal,Sonatunia,Uzalkur,Bottle gourd attack White fly/ Red pumpkin beetle & Fruit rot.,1.Yellow sticky trap use 2-3/Decimal.2.Emamectin group Insecticide 1gm /1li of water mix & spray.3.Hand / Cross pollination.,Mobile Clinic,Started working as advised
339,20.01.25,Rampal,Sonatunia,Uzalkur,Bottle gourd attack White fly/ Red pumpkin beetle & Fruit rot.,1.Yellow sticky trap use 2-3/Decimal.2.Emamectin group Insecticide 1gm /1li of water mix & spray.3.Hand / Cross pollination.,Adaptation Clinic,Started working as advised
340,10.03.25,Rampal,Kadamdi,Uzalkur,Tomato leaf Curl,1. Use Sticky trap 2-3 / Per decimal.2. Imidacloroprid group Insecticide 1ml/1li of Water mix & spray leaves up & down portions.,Mobile Clinic,Started working as advised
341,10.03.25,Rampal,Kadamdi,Uzalkur,"Bottle gourd, Botter gourd Fruit borer",Sex pheromone Trap 1 pc/ 2 decimal or Cypermethrin+ Chloropyriphos @ 2ml/L,Mobile Clinic,Started working as advised
342,10.03.25,Rampal,Kadamdi,Uzalkur,"Bottle gourd, Botter gourd leaf borer",Use Ash powder,Mobile Clinic,Started working as advised
343,10.03.25,Rampal,Kadamdi,Uzalkur,"Bottle gourd, Botter gourd leaf borer",Use Ash powder,Mobile Clinic,Started working as advised
340,22.01.25,Rampal,Kadamdi,Uzalkur,Tomato leaf Curl,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,Started working as advised
341,10.03.25,Rampal,Kadamdi,Uzalkur,Tomato leaf Curl,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,Started working as advised
341,22.01.25,Rampal,Sonatunia,Uzalkur,Tomato leaf Curl,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,Started working as advised
342,10.03.25,Rampal,Kadamdi,Uzalkur,"Tomato, Chili, Bottle gourd Root & shoot rot",Mancozeb+ Metalexil @ 2ml/L,Mobile Clinic,Started working as advised
342,22.01.25,Rampal,Sonatunia,Uzalkur,"Tomato, Chili, Bottle gourd Root & shoot rot",Mancozeb+ Metalexil @ 2ml/L,Adaptation Clinic,Started working as advised
343,22.01.25,Rampal,Kadamdi,Uzalkur,Bottle gourd attack White fly/ Red pumpkin beetle & Fruit rot.,1.Yellow sticky trap use 2-3/Decimal.2.Emamectin group Insecticide 1gm /1li of water mix & spray.3.Hand / Cross pollination.,Mobile Clinic,Started working as advised
344,22.01.25,Rampal,Kadamdi,Uzalkur,Leaf carl and aphid of Brinjal plant,"i. Imidacloprid group Insecticide 1ml/li of Water mix & spray leaves up & down portions, ii. AmisterTop fungicide 0.5 g/liter of water mix and Spray",Mobile Clinic,Started working as advised
345,22.01.25,Rampal,Kadamdi,Uzalkur,Leaf carl and aphid of Brinjal plant,"i. Imidacloprid group Insecticide 1ml/li of Water mix & spray leaves up & down portions, ii. AmisterTop fungicide 0.5 g/liter of water mix and Spray",Mobile Clinic,Started working as advised
346,22.01.25,Rampal,Kadamdi,Uzalkur,"Bottle gourd, Botter gourd Fruit borer",Sex pheromone Trap 1 pc/ 2 decimal or Cypermethrin+ Chloropyriphos @ 2ml/L,Mobile Clinic,Started working as advised
347,22.01.25,Rampal,Kadamdi,Uzalkur,Mealybug attack in Brinjal (Primary level),"i. Remove the insects with hand, ii. Spray Soapy water into whole plant ",Mobile Clinic,Started working as advised
348,22.01.25,Rampal,Sonatunia,Uzalkur,Leaf carl and aphid of Brinjal plant,"i. Imidacloprid group Insecticide 1ml/li of Water mix & spray leaves up & down portions, ii. AmisterTop fungicide 0.5 g/liter of water mix and Spray",Mobile Clinic,Started working as advised
349,22.01.25,Rampal,Sonatunia,Uzalkur,Bitter Gourd leaf Curl,1. Use Sticky trap 2-3 / Per decimal.2. Imidacloroprid group Insecticide 1ml/1li of Water mix & spray leaves up & down portions.,Mobile Clinic,Started working as advised
350,22.01.25,Rampal,Sonatunia,Uzalkur,Chili leaf Curl,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,Started working as advised
351,22.01.25,Rampal,Soke Kandakar,Uzalkur,Bottle gourd attack White fly/ Red pumpkin beetle & Fruit rot.,1.Yellow sticky trap use 2-3/Decimal.2.Emamectin group Insecticide 1gm /1li of water mix & spray.3.Hand / Cross pollination.,Mobile Clinic,Started working as advised
352,22.01.25,Rampal,Sonatunia,Uzalkur,Leaf carl and aphid of Brinjal plant,"i. Imidacloprid group Insecticide 1ml/li of Water mix & spray leaves up & down portions, ii. AmisterTop fungicide 0.5 g/liter of water mix and Spray",Mobile Clinic,Started working as advised
353,23.01.25,Rampal,Sonatunia,Uzalkur,Leaf carl and aphid of Brinjal plant,"i. Imidacloprid group Insecticide 1ml/li of Water mix & spray leaves up & down portions, ii. AmisterTop fungicide 0.5 g/liter of water mix and Spray",Adaptation Clinic,Started working as advised
354,23.01.25,Rampal,Sonatunia,Uzalkur,"Bottle gourd, Botter gourd Fruit borer",Sex pheromone Trap 1 pc/ 2 decimal or Cypermethrin+ Chloropyriphos @ 2ml/L,Mobile Clinic,Started working as advised
355,23.01.25,Rampal,Sonatunia,Uzalkur,Mealybug attack in Brinjal (Primary level),"i. Remove the insects with hand, ii. Spray Soapy water into whole plant ",Mobile Clinic,Started working as advised
356,03.02.25,Rampal,Gobindapur,Uzalkur,Leaf carl and aphid of Brinjal plant,"i. Imidacloprid group Insecticide 1ml/li of Water mix & spray leaves up & down portions, ii. AmisterTop fungicide 0.5 g/liter of water mix and Spray",Mobile Clinic,Started working as advised
357,03.02.25,Rampal,Gobindapur,Uzalkur,Bitter Gourd leaf Curl,1. Use Sticky trap 2-3 / Per decimal.2. Imidacloroprid group Insecticide 1ml/1li of Water mix & spray leaves up & down portions.,Mobile Clinic,Started working as advised
358,03.02.25,Rampal,Gobindapur,Uzalkur,Chili leaf Curl,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,Started working as advised
359,03.02.25,Rampal,Gobindapur,Uzalkur,Bottle gourd attack White fly/ Red pumpkin beetle & Fruit rot.,1.Yellow sticky trap use 2-3/Decimal.2.Emamectin group Insecticide 1gm /1li of water mix & spray.3.Hand / Cross pollination.,Mobile Clinic,Started working as advised
360,03.02.25,Rampal,Gobindapur,Uzalkur,Leaf carl and aphid of Brinjal plant,"i. Imidacloprid group Insecticide 1ml/li of Water mix & spray leaves up & down portions, ii. AmisterTop fungicide 0.5 g/liter of water mix and Spray",Mobile Clinic,Started working as advised
361,03.02.25,Rampal,Gobindapur,Uzalkur,Leaf carl and aphid of Brinjal plant,"i. Imidacloprid group Insecticide 1ml/li of Water mix & spray leaves up & down portions, ii. AmisterTop fungicide 0.5 g/liter of water mix and Spray",Mobile Clinic,Started working as advised
362,03.02.25,Rampal,Gobindapur,Uzalkur,"Bottle gourd, Botter gourd Fruit borer",Sex pheromone Trap 1 pc/ 2 decimal or Cypermethrin+ Chloropyriphos @ 2ml/L,Mobile Clinic,Started working as advised
363,03.02.25,Rampal,Gobindapur,Uzalkur,Mealybug attack in Brinjal (Primary level),"i. Remove the insects with hand, ii. Spray Soapy water into whole plant ",Mobile Clinic,Started working as advised
364,03.02.25,Rampal,Gobindapur,Uzalkur,Leaf carl and aphid of Brinjal plant,"i. Imidacloprid group Insecticide 1ml/li of Water mix & spray leaves up & down portions, ii. AmisterTop fungicide 0.5 g/liter of water mix and Spray",Mobile Clinic,Started working as advised
365,03.02.25,Rampal,Gobindapur,Uzalkur,Bitter Gourd leaf Curl,1. Use Sticky trap 2-3 / Per decimal.2. Imidacloroprid group Insecticide 1ml/1li of Water mix & spray leaves up & down portions.,Mobile Clinic,Started working as advised
366,03.02.25,Rampal,Gobindapur,Uzalkur,Chili leaf Curl,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,Started working as advised
367,03.02.25,Rampal,Gobindapur,Uzalkur,Bottle gourd attack White fly/ Red pumpkin beetle & Fruit rot.,1.Yellow sticky trap use 2-3/Decimal.2.Emamectin group Insecticide 1gm /1li of water mix & spray.3.Hand / Cross pollination.,Mobile Clinic,Started working as advised
368,03.02.25,Rampal,Gobindapur,Uzalkur,Leaf carl and aphid of Brinjal plant,"i. Imidacloprid group Insecticide 1ml/li of Water mix & spray leaves up & down portions, ii. AmisterTop fungicide 0.5 g/liter of water mix and Spray",Mobile Clinic,Started working as advised
369,03.02.25,Rampal,Gobindapur,Uzalkur,Leaf carl and aphid of Brinjal plant,"i. Imidacloprid group Insecticide 1ml/li of Water mix & spray leaves up & down portions, ii. AmisterTop fungicide 0.5 g/liter of water mix and Spray",Mobile Clinic,Started working as advised
370,03.02.25,Rampal,Gobindapur,Uzalkur,"Bottle gourd, Botter gourd Fruit borer",Sex pheromone Trap 1 pc/ 2 decimal or Cypermethrin+ Chloropyriphos @ 2ml/L,Mobile Clinic,Started working as advised
371,03.02.25,Rampal,Gobindapur,Uzalkur,Mealybug attack in Brinjal (Primary level),"i. Remove the insects with hand, ii. Spray Soapy water into whole plant ",Mobile Clinic,Started working as advised
372,03.02.25,Rampal,Gobindapur,Uzalkur,Leaf carl and aphid of Brinjal plant,"i. Imidacloprid group Insecticide 1ml/li of Water mix & spray leaves up & down portions, ii. AmisterTop fungicide 0.5 g/liter of water mix and Spray",Mobile Clinic,Started working as advised
373,04.02.25,Rampal,Kadamdi,Uzalkur,Bitter Gourd leaf Curl,1. Use Sticky trap 2-3 / Per decimal.2. Imidacloroprid group Insecticide 1ml/1li of Water mix & spray leaves up & down portions.,Mobile Clinic,Started working as advised
374,04.02.25,Rampal,Dabipur,Uzalkur,Chili leaf Curl,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,Started working as advised
375,04.02.25,Rampal,Kadamdi,Uzalkur,Bottle gourd attack White fly/ Red pumpkin beetle & Fruit rot.,1.Yellow sticky trap use 2-3/Decimal.2.Emamectin group Insecticide 1gm /1li of water mix & spray.3.Hand / Cross pollination.,Mobile Clinic,Started working as advised
376,05.02.25,Rampal,Sonatunia,Uzalkur,Leaf carl and aphid of Brinjal plant,"i. Imidacloprid group Insecticide 1ml/li of Water mix & spray leaves up & down portions, ii. AmisterTop fungicide 0.5 g/liter of water mix and Spray",Adaptation Clinic,Started working as advised
377,05.02.25,Rampal,Sonatunia,Uzalkur,Leaf carl and aphid of Brinjal plant,"i. Imidacloprid group Insecticide 1ml/li of Water mix & spray leaves up & down portions, ii. AmisterTop fungicide 0.5 g/liter of water mix and Spray",Mobile Clinic,Started working as advised
378,05.02.25,Rampal,Sonatunia,Uzalkur,"Bottle gourd, Botter gourd Fruit borer",Sex pheromone Trap 1 pc/ 2 decimal or Cypermethrin+ Chloropyriphos @ 2ml/L,Mobile Clinic,Started working as advised
379,05.02.25,Rampal,Sonatunia,Uzalkur,"Bottle gourd, Botter gourd Fruit borer",Sex pheromone Trap 1 pc/ 2 decimal or Cypermethrin+ Chloropyriphos @ 2ml/L,Mobile Clinic,Started working as advised
380,05.02.25,Rampal,Sonatunia,Uzalkur,Mealybug attack in Brinjal (Primary level),"i. Remove the insects with hand, ii. Spray Soapy water into whole plant ",Mobile Clinic,Started working as advised
381,05.02.25,Rampal,Sonatunia,Uzalkur,Leaf carl and aphid of Brinjal plant,"i. Imidacloprid group Insecticide 1ml/li of Water mix & spray leaves up & down portions, ii. AmisterTop fungicide 0.5 g/liter of water mix and Spray",Mobile Clinic,Started working as advised
382,05.02.25,Rampal,Sonatunia,Uzalkur,Bitter Gourd leaf Curl,1. Use Sticky trap 2-3 / Per decimal.2. Imidacloroprid group Insecticide 1ml/1li of Water mix & spray leaves up & down portions.,Mobile Clinic,Started working as advised
383,05.02.25,Rampal,Sonatunia,Uzalkur,Chili leaf Curl,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,Started working as advised
384,05.02.25,Rampal,Sonatunia,Uzalkur,Bottle gourd attack White fly/ Red pumpkin beetle & Fruit rot.,1.Yellow sticky trap use 2-3/Decimal.2.Emamectin group Insecticide 1gm /1li of water mix & spray.3.Hand / Cross pollination.,Mobile Clinic,Started working as advised
385,05.02.25,Rampal,Kadamdi,Uzalkur,Leaf carl and aphid of Brinjal plant,"i. Imidacloprid group Insecticide 1ml/li of Water mix & spray leaves up & down portions, ii. AmisterTop fungicide 0.5 g/liter of water mix and Spray",Adaptation Clinic,Started working as advised
386,05.02.25,Rampal,Kadamdi,Uzalkur,Leaf carl and aphid of Brinjal plant,"i. Imidacloprid group Insecticide 1ml/li of Water mix & spray leaves up & down portions, ii. AmisterTop fungicide 0.5 g/liter of water mix and Spray",Adaptation Clinic,Started working as advised
387,06.02.25,Rampal,Sonatunia,Uzalkur,"Bottle gourd, Botter gourd Fruit borer",Sex pheromone Trap 1 pc/ 2 decimal or Cypermethrin+ Chloropyriphos @ 2ml/L,Mobile Clinic,Started working as advised
388,06.02.25,Rampal,Sonatunia,Uzalkur,Mealybug attack in Brinjal (Primary level),"i. Remove the insects with hand, ii. Spray Soapy water into whole plant ",Mobile Clinic,Started working as advised
389,06.02.25,Rampal,Sonatunia,Uzalkur,Bitter Gourd leaf Curl,1. Use Sticky trap 2-3 / Per decimal.2. Imidacloroprid group Insecticide 1ml/1li of Water mix & spray leaves up & down portions.,Mobile Clinic,Started working as advised
390,06.02.25,Rampal,Sonatunia,Uzalkur,Chili leaf Curl,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,Started working as advised
391,06.02.25,Rampal,Sonatunia,Uzalkur,"Bottle gourd, Botter gourd Fruit borer",Sex pheromone Trap 1 pc/ 2 decimal or Cypermethrin+ Chloropyriphos @ 2ml/L,Mobile Clinic,Started working as advised
392,06.02.25,Rampal,Sonatunia,Uzalkur,Mealybug attack in Brinjal (Primary level),"i. Remove the insects with hand, ii. Spray Soapy water into whole plant ",Mobile Clinic,Started working as advised
393,06.02.25,Rampal,Sonatunia,Uzalkur,Leaf carl and aphid of Brinjal plant,"i. Imidacloprid group Insecticide 1ml/li of Water mix & spray leaves up & down portions, ii. AmisterTop fungicide 0.5 g/liter of water mix and Spray",Mobile Clinic,Started working as advised
394,06.02.25,Rampal,Sonatunia,Uzalkur,Bitter Gourd leaf Curl,1. Use Sticky trap 2-3 / Per decimal.2. Imidacloroprid group Insecticide 1ml/1li of Water mix & spray leaves up & down portions.,Mobile Clinic,Started working as advised
395,06.02.25,Rampal,Sonatunia,Uzalkur,Chili leaf Curl,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,Started working as advised
396,06.02.25,Rampal,Kadamdi,Uzalkur,Bottle gourd attack White fly/ Red pumpkin beetle & Fruit rot.,1.Yellow sticky trap use 2-3/Decimal.2.Emamectin group Insecticide 1gm /1li of water mix & spray.3.Hand / Cross pollination.,Mobile Clinic,Started working as advised
397,06.02.25,Rampal,Gobindapur,Uzalkur,Leaf carl and aphid of Brinjal plant,"i. Imidacloprid group Insecticide 1ml/li of Water mix & spray leaves up & down portions, ii. AmisterTop fungicide 0.5 g/liter of water mix and Spray",Mobile Clinic,Started working as advised
398,09.02.25,Rampal,Gobindapur,Uzalkur,Leaf carl and aphid of Brinjal plant,"i. Imidacloprid group Insecticide 1ml/li of Water mix & spray leaves up & down portions, ii. AmisterTop fungicide 0.5 g/liter of water mix and Spray",Mobile Clinic,Started working as advised
399,09.02.25,Rampal,VARSHAPUR,Uzalkur,"Bottle gourd, Botter gourd Fruit borer",Sex pheromone Trap 1 pc/ 2 decimal or Cypermethrin+ Chloropyriphos @ 2ml/L,Mobile Clinic,Started working as advised
400,09.02.25,Rampal,Gobindapur,Uzalkur,Mealybug attack in Brinjal (Primary level),"i. Remove the insects with hand, ii. Spray Soapy water into whole plant ",Mobile Clinic,Started working as advised
